li,re,n,ta,zr,ce,hf,id,mo,p,y,zn,ag,cu,mg,pb,ga,sn,ti,o,s,b,co,v,sc,ca,nb,al,mn,se,cr,la,pd,nd,w,as,fe,ni,si,c,yield strength,tensile strength,elongation,source
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.25,0.425,,4.6884368,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.25,0.475,,3.9989608,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.95,0.0,0.25,0.205,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.75,0.0,0.25,0.305,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.4,0.0,0.25,0.375,,3.792118,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.25,0.405,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.25,0.425,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.25,0.4549999999999999,,3.9989608,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.25,0.475,,4.205803599999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.25,0.505,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.15,0.0,0.25,0.6000000000000001,,4.6884368,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.5,0.0,0.0,0.0,0.0,0.0,96.4,1.85,0.25,0.195,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,95.7,1.85,0.25,0.405,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.775,0.0,0.85,0.0,0.0,0.0,0.0,0.0,94.05,1.85,1.65,0.405,,16.1337384,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45,0.0,0.25,0.205,,3.3784324,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,1.85,0.25,0.155,,3.3094848,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,1.85,0.25,0.195,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,1.85,0.25,0.205,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85,0.85,0.25,0.265,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.45,0.0,0.0,0.0,0.0,0.0,96.85,1.05,0.25,0.185,,3.5163276,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.45,0.0,0.0,0.0,0.0,0.0,97.25,1.05,0.25,0.195,,3.3784324,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3,3.55,0.25,0.155,,3.792118,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3,3.55,0.25,0.175,,3.8610656,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15,3.55,0.25,0.205,,3.9300132,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,98.765,0.0,0.25,0.145,,2.9647468,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.25,0.4549999999999999,,3.9300132,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.275,0.0,0.0,0.0,0.0,0.0,98.1,0.0,0.25,0.4649999999999999,,3.7231704,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.8,0.0,0.25,0.505,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.7,0.0,0.25,0.6000000000000001,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.95,0.0,0.25,0.195,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.65,0.0,0.25,0.305,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.875,0.0,0.0,0.0,0.0,0.0,97.8,0.0,0.25,0.3249999999999999,,3.5163276,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.7,0.0,0.25,0.355,,3.5163276,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.7,0.0,0.25,0.405,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.65,0.0,0.25,0.4549999999999999,,3.8610656,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.025,0.0,0.0,0.0,0.0,0.0,97.4,0.0,0.25,0.485,,4.136856,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.25,0.505,,3.9989608,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.55,0.0,0.25,0.55,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.45,0.0,0.25,0.585,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.8,0.0,0.0,0.0,0.0,0.0,97.4,0.0,0.25,0.6000000000000001,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.5,0.0,0.0,0.0,0.0,0.0,96.9,0.0,0.25,1.015,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.25,0.185,,3.2405372,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.8,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.25,0.505,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,97.9,0.3,0.25,0.155,,4.205803599999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.45,0.0,0.0,0.0,0.0,0.0,97.5,0.3,0.25,0.4549999999999999,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.5,0.55,0.25,0.155,,3.3094848,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.5,0.55,0.25,0.175,,3.2405372,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.45,0.55,0.25,0.205,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.45,0.55,0.25,0.225,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.4,0.55,0.25,0.255,,3.5163276,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.4,0.55,0.25,0.275,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.35,0.55,0.25,0.305,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.2,0.55,0.25,0.375,,3.7231704,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.2,0.55,0.25,0.405,,3.9300132,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.2,0.55,0.25,0.425,,3.9989608,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.1,0.55,0.25,0.4549999999999999,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.0,0.55,0.25,0.55,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.0,0.55,0.25,0.6000000000000001,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.4,0.55,0.25,0.205,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.1,0.55,0.25,0.405,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,97.2,0.55,0.25,0.225,,3.7231704,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,96.6,0.0,1.4,0.55,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,0.0,2.0,0.55,,4.6884368,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0,2.0,0.6000000000000001,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.2,0.0,0.0,0.0,0.0,0.0,94.5,3.25,0.275,0.105,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4,0.0,0.0,0.0,0.0,0.0,97.7,0.4499999999999999,0.25,0.175,,3.0336944,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4,0.0,0.0,0.0,0.0,0.0,97.55,0.4499999999999999,0.25,0.305,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1,1.85,1.25,1.4,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.5,0.0,5.15,0.0,0.0,0.0,0.0,0.0,91.35,0.15,0.25,1.05,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.5,0.0,5.15,0.0,0.0,0.0,0.0,0.0,90.35,0.15,0.25,1.25,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,93.75,0.15,0.25,1.05,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,1.05,0.0,0.0,0.0,0.0,0.0,94.4,0.15,0.25,0.7,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.4,0.0,5.4,0.0,0.0,0.0,1.0,0.0,84.55000000000001,0.15,0.25,2.45,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.15,0.0,0.0,0.0,1.25,0.0,90.2,0.15,0.925,0.55,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.25,0.0,5.15,0.0,0.0,0.0,0.0,0.0,88.75,1.55,1.1,0.5,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,84.1,0.15,0.3,1.5,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,12.25,0.0,0.0,0.0,0.5,0.0,83.65,0.15,0.3,2.2,,4.498713535724013,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,83.44999999999999,0.15,0.3,2.25,,4.498713535724013,,alloys_db
